name,brand,image_url,gender,notes,emotion_tags,season_tags,time_tags,brand_tag,mood,activity,weather
Emblem Intense,MONTBLANC,https://www.montblanc.com/variants/images/23471478575779016/A/w2500.jpg,men,"apple, cinnamon, nutmeg, patchouli, rose, tonka beans, velvet, violet leaf, woody notes",energetic,fall,night,MONTBLANC,fresh,casual,cold
Emblem,MONTBLANC,https://m.media-amazon.com/images/I/51RiD+FLNVL.jpg,men,"cinnamon, tonka bean, violet leaf, woody notes",energetic,fall,night,MONTBLANC,fresh,casual,cold
Nuit,HUGO BOSS,https://i5.walmartimages.com/seo/Hugo-Boss-Boss-Nuit-Eau-De-Parfum-Spray-for-Women-2-5-oz_1648fba0-5762-4ea3-92b0-e2c2f3b95127.9192d5ce8eed49a40ef5f48987a20b05.jpeg?odnHeight=768&odnWidth=768&odnBg=FFFFFF,women,"crystal moss and warm woods, jasmin and white florals, sandalwood, violet",romantic,fall,night,HUGO BOSS,romantic,work,rainy
White Diamonds,Elizabeth Taylor,"https://m.media-amazon.com/images/I/61ebry2zS5L._AC_UF1000,1000_QL80_.jpg",women,"jasmine and ylangylang, musk, oak moss, patchouli, rose, sandalwood and amber, violet",romantic,fall,night,Elizabeth Taylor,romantic,date,cold
Adventure,DAVIDOFF,"https://m.media-amazon.com/images/I/91ctgIYOpOL._AC_UF1000,1000_QL80_.jpg",men,"ceder, vetiver, warm spices of wild aromatic black sesame and south american pimento, whitemusk",sensual,spring,night,DAVIDOFF,romantic,date,any
L'Interdit EDP For Wo,Givenchy,https://www.givenchybeauty.com/on/demandware.static/-/Sites-givenchy-beauty-master/default/dwc6f0c2f1/Engraving_Fragrance/INTERDIT/DESKTOP/P069321/INTERDIT_EDP_100ML_SKU_DESKTOP_FINAL.png,women,"ambroxan and vanilla, jasmine and tuberose, orange blossom, patchouli, vetiver",romantic,fall,night,Givenchy,romantic,work,cold
3 L'Imperatrice,Dolce & Gabbana,https://i5.walmartimages.com/seo/Dolce-Gabbana-3-L-Imperatrice-Eau-De-Toilette-Spray-Perfume-for-Women-3-3-Oz_b0555f74-4424-4716-9677-54bf86e08411_1.e5351cfd844129f169e5d56669b54168.jpeg,women,"citrus wood, cyclamen and jasmine, musks and sandalwood, watermelon",romantic,summer,day,Dolce & Gabbana,romantic,date,hot
Paradiso Assoluto,Roberto,https://m.media-amazon.com/images/I/71pfoj7OWxL.jpg,women,"cashmeran, passionfruit, patchouli, red lily, sandalwood, vanilla, wild jasmine",romantic,fall,night,Roberto,romantic,casual,cold
Paradiso Assoluto,Roberto Cavalli,https://m.media-amazon.com/images/I/71pfoj7OWxL.jpg,women,"cashmeran, passionfruit, patchouli, red lily, sandalwood, vanilla, wild jasmine",romantic,fall,night,Roberto Cavalli,romantic,casual,cold
Beautiful,Estee Lauder,,women,"jasmine and ylangylang, muguet, orange flower, sandalwood, vetiver and amber",romantic,fall,night,Estee Lauder,romantic,date,cold
Paradiso Azzuro,Roberto Cavalli,https://m.media-amazon.com/images/I/71sTiOr87CL.jpg,women,"amberwood, apple, cashmere wood, cypress, peach and rose tuberose, sandalwood, watery notes, wild jasmine",romantic,fall,night,Roberto Cavalli,romantic,date,cold
Paradiso Azzurro,Roberto Cavalli,https://m.media-amazon.com/images/I/71sTiOr87CL.jpg,women,"amber wood, apple, cashmere wood, cypress, peach, rose, sandalwood, tuberose, vanilla, watery notes, wild jasmine",romantic,fall,night,Roberto Cavalli,romantic,date,cold
Dare,GUESS,https://m.media-amazon.com/images/I/81hKS8WylaL.jpg,women,"coconut accords, elegant jasmine, musk, wild rose, wood",energetic,spring,day,GUESS,fresh,date,any
For Women EDP Natural Sp,BURBERRY,"https://m.media-amazon.com/images/I/61B1OybL7rL._AC_UF1000,1000_QL80_.jpg",women,"musk and vanilla, sandalwood and cedar, woodyfloral",sensual,fall,night,BURBERRY,romantic,date,cold
Musk Cologne Sp,JOVAN,https://m.media-amazon.com/images/I/61owhbF-brL.jpg,women,"amber, musk, wood, ylangylang",sensual,fall,night,JOVAN,romantic,date,cold
L.12.12 Blanc-Pure,LACOSTE,"https://m.media-amazon.com/images/I/713jYnouOgL._AC_UF1000,1000_QL80_.jpg",men,"leather, suede, tuberose, vetiver, virginia cedar, ylangylang",energetic,spring,night,LACOSTE,fresh,date,any
Olympéa Intense,PACO RABANNE,https://i5.walmartimages.com/asr/a9995da8-5cd9-4ba6-a5b5-f3751e536cb6.e9792d677cf8642a7406c1774ce6c4d4.jpeg,women,"amber, cashmere wood and sandalwood, paco rabanne olympea, vanilla and salt",romantic,fall,night,PACO RABANNE,romantic,date,cold
Bright Crystal,VERSACE,https://www.versace.com/dw/image/v2/BGWN_PRD/on/demandware.static/-/Sites-ver-master-catalog/default/dw081650b0/original/90_R512032-R090MLS_RNUL_22_BrightCrystalParfum90ml-Bright~Crystal-Versace-online-store_0_1.jpg?sw=1200&q=85&strip=true,women,"amber, lotus, magnolia, mahogany, musk, peony",romantic,fall,night,VERSACE,romantic,date,cold
K,Dolce & Gabbana,https://m.media-amazon.com/images/I/61qgv5r2d+L.jpg,men,"cedar, clary sage, geranium, lavandin, masculine, patchouli accords, pimento, vetiver, woody",energetic,fall,night,Dolce & Gabbana,fresh,work,any
My Blush,BURBERRY,https://www.sephora.com/productimages/sku/s1976075-main-zoom.jpg,women,"green apple and geranium, jasmine, rose petals, wisteria",romantic,fall,night,BURBERRY,romantic,casual,any
Body Mini ED,BURBERRY,https://i.ebayimg.com/images/g/U~cAAOSw4e9hHn0o/s-l1200.jpg,women,"amber, cashmerean, iris, musk, rose, sandalwood, vanilla",sensual,fall,night,BURBERRY,romantic,date,cold
Kouros Silver,Yves Saint Laurent,https://www.yslbeauty.com/dw/image/v2/BDCR_PRD/on/demandware.static/-/Sites-ysl-master-catalog/default/dwd7ac3665/square/Fragrance/ForHim/Kouros/3614270233630_100_kouros-silver-eau-de-toilette_Alt1.jpg,men,"amber and woody notes, sage",energetic,fall,night,Yves Saint Laurent,fresh,date,cold
Sauvage Perf,Dior,https://www.dior.com/dw/image/v2/BGXS_PRD/on/demandware.static/-/Sites-master_dior/default/dwdd5d1ae9/Y0785220/Y0785220_F078524009_E01_GHC.jpg?sw=800,men,"sandalwood, tonka bean, vanilla and olibanum",romantic,spring,night,Dior,romantic,casual,cold
Cool Water,DAVIDOFF,"https://m.media-amazon.com/images/I/91xkVmTPE3L._AC_UF350,350_QL80_.jpg",men,"and amber, and geranium, cedar, jasmine, musk, neroli, oakmoss, sandalwood, tobacco",energetic,spring,day,DAVIDOFF,fresh,date,cold
Armani Code,GIORGIO ARMANI,https://www.giorgioarmanibeauty-usa.com/dw/image/v2/AANG_PRD/on/demandware.static/-/Sites-gab-master-catalog/default/dw3d7b260d/products/ww-00857-arm/3614273636414/3614273636414_armani-code-eau-de-parfum_75ml_main.jpg,men,"leather, olive blossom and guaiac wood, star anise, tobacco and tonka bean",energetic,spring,day,GIORGIO ARMANI,fresh,date,cold
212 Sexy,CAROLINA HERRERA,https://m.media-amazon.com/images/I/51RcF-+zxxL.jpg,men,"amber, cardamom, floral petal, musk, sandalwood, sensual oriental character  gaiac wood, subtle and spicy sensuality  green pepper, tonka beans, vanilla",cozy,fall,night,CAROLINA HERRERA,warm,date,cold
Good Girl,CAROLINA HERRERA,https://m.media-amazon.com/images/I/71F1oSu-6NL.jpg,women,"cocoa, jasmine, tonka bean, tuberose",romantic,fall,night,CAROLINA HERRERA,romantic,casual,cold
Oud Al-Mubakhar,Rasasi,"https://m.media-amazon.com/images/I/617BQbcf6uL._AC_UF1000,1000_QL80_.jpg",men,"geranium, musk, patchouli, rose, sandalwood, tonka bean, violet",sensual,spring,night,Rasasi,romantic,date,cold
Nero Assoluto,Roberto Cavalli,https://i.ebayimg.com/images/g/GY4AAOSwztNg1N4w/s-l1200.jpg,women,"ebony, vanilla, woody notes",romantic,fall,night,Roberto Cavalli,romantic,casual,cold
Bottled Night,HUGO BOSS,https://i5.walmartimages.com/seo/Bottled-Night-By-Hugo-Boss-Eau-de-Toilette-Spray-For-Men-3-3-oz-Pack-of-2_ef44dca8-a980-4e0b-9d0b-b1b50b0cbe6f_1.2b7c2630bd4bba47e104815c0cc58f1a.jpeg,men,"musk, violet, woody notes",sensual,fall,night,HUGO BOSS,romantic,date,any
Layali CPO At,SWISS ARABIAN,https://us.swissarabian.com/cdn/shop/files/Layali-Rouge-CPO-Box_900x_8a35fa35-b819-43dd-8bbe-27649e9f7a4b.webp?v=1739903903,unisex,"agarwood and amber, rose and jasmine, ylangylang",energetic,spring,night,SWISS ARABIAN,fresh,date,cold
Tihota Eau de Parfum,Indult,https://static.luckyscent.com/images/products/37401.jpg?width=400&404=product.png,women,"musks, vanilla bean",sensual,fall,night,Indult,romantic,date,cold
Sola Parfum,Di Ser,https://static.luckyscent.com/images/products/788011.jpg?width=400&404=product.png,women,"frankincense, geranium, jasmine, lavender, lemongrass, magnolia, myrrh, yuzu",energetic,spring,night,Di Ser,fresh,date,any
Kagiroi Parfum,Di Ser,https://static.luckyscent.com/images/products/788012.jpg?width=400&404=product.png,women,"agarwood, coriander, cypriol, green shikuwasa, green yuzu, hinoki, patchouli, rosewood, sansho seed, shiso, vetiver, ylangylang",energetic,spring,day,Di Ser,fresh,casual,any
Velvet Fantasy Eau de Parfum,Montale,https://static.luckyscent.com/images/products/354013.jpg?width=400&404=product.png,women,"amber, black coffee, heliotrope powder, jasmine, leather, lily of the valley, musk, oakmoss, pink pepper, sandalwood, tangerine, toffee, vanilla, violet",sensual,summer,night,Montale,romantic,date,cold
A Blvd. Called Sunset Eau de Parfum,A Lab on Fire,https://static.luckyscent.com/images/products/56719.jpg?width=400&404=product.png,women,"almond, bergamot, jasmine, leather, sandalwood, tonka bean, vanilla, violet",sensual,summer,day,A Lab on Fire,romantic,date,cold
Freckled and Beautiful Eau de Parfum,A Lab on Fire,https://static.luckyscent.com/images/products/56720.jpg?width=400&404=product.png,women,"heliotrope, honeysuckle, neroli, orange flower, pastry, salicylates, sandalwood, vanilla bean, warm milk",sensual,fall,night,A Lab on Fire,romantic,casual,cold
Exit the King Eau de Parfum,Etat Libre d'Orange,https://static.luckyscent.com/images/products/477053.jpg?width=400&404=product.png,women,"jasmine epure, lilyofthevalley accord, moss absolute, patchouli, pink pepper, rose superessence, sandalwood accord  orcanox, soap foam accord, timur je",sensual,summer,night,Etat Libre d'Orange,romantic,casual,rainy
Eshu Extrait,PRIN,https://static.luckyscent.com/images/products/847005.jpg?width=400&404=product.png,men,"ambroxan, ash, black pepper, castoreum, cedar, cinnamon, cognac, copaiba, cumin seed, elemi, hay, norlimbanol, nutmeg, oakmoss, olibanum, tobacco",sensual,fall,night,PRIN,romantic,work,cold
Saringkarn Extrait,PRIN,https://static.luckyscent.com/images/products/847006.jpg?width=400&404=product.png,men,"amber, ambrette, beeswax, champaca, dark chocolate, fir balsam, incense, leather, musk, oakmoss, oud, prune, rose, saffron, smoke, tobacco, ylang ylang",sensual,summer,night,PRIN,romantic,date,cold
Arsalan Parfum,PRIN,https://static.luckyscent.com/images/products/847007.jpg?width=400&404=product.png,men,"cambodian oud, caraway, cardamom, champaca, cinnamon, clove, coriander, cumin, gardenia, jasmin sambac, musk, olibanum, opoponax, patchouli, saffron, sandalwood, trat oud, turmeric",sensual,fall,night,PRIN,romantic,date,cold
Nocturnal Poetry Parfum,PRIN,https://static.luckyscent.com/images/products/847008.jpg?width=400&404=product.png,men,"beeswax, castoreum, champaca, civet, coffee bean, cumin, frankincense, hay, hyrax, jasmine, leather, musk, myrrh, oud, rose, rosewood, tobacco, turmeric, violet",sensual,summer,night,PRIN,romantic,date,any
Homa Parfum,PRIN,https://static.luckyscent.com/images/products/847009.jpg?width=400&404=product.png,men,"ash, beeswax, benzoin, black pepper, caraway, cardamom, cassia, champaca, cinnamon, civet, clove, costus, cumin, galbanum, ghee butter, ginger, goat hair tincture, hay, hyrax, incense, jasmine, kaffir lime, mushroom, myrrh, nutmeg, oud, saffron, spikenard, tuberose, turmeric",romantic,summer,night,PRIN,romantic,date,cold
Koala Extrait de Parfum,Zoologist,https://static.luckyscent.com/images/products/76028.jpg?width=400&404=product.png,unisex,"amber, black tea, eucalyptus, geranium, incense, menthol honey gumdrops, mimosa, musk, oakmoss, sandalwood, spices, vanilla, vetiver",sensual,fall,night,Zoologist,romantic,date,cold
L'Homme A La Rose Eau de Parfum,Maison Francis Kurkdjian,https://static.luckyscent.com/images/products/49890.jpg?width=400&404=product.png,women,"amber woods accord, centifolia rose, damascene rose, grapefruit, labdanum, sage",sensual,summer,night,Maison Francis Kurkdjian,romantic,date,cold
Rozu Eau de Parfum,Aesop,https://static.luckyscent.com/images/products/30156.jpg?width=400&404=product.png,women,"guaiac, rose, shiso",energetic,summer,day,Aesop,fresh,casual,any
Champs Lunaires Eau de Toilette,Rogue Perfumery,https://static.luckyscent.com/images/products/838010.jpg?width=400&404=product.png,women,"coconut milk, musk, pomelo, sandalwood, tuberose, white rose petals",sensual,summer,night,Rogue Perfumery,romantic,date,any
Prends-Moi Eau de Parfum,Isabey,https://static.luckyscent.com/images/products/27110.jpg?width=400&404=product.png,women,"amber, bergamot, cardamom, cocoa, iris, pink pepper, raspberry, red satin lipstick, rose, sandalwood, tuberose",sensual,summer,day,Isabey,romantic,date,cold
Eau de Cuisine Eau de Parfum,Hilde Soliani,https://static.luckyscent.com/images/products/46643.jpg?width=400&404=product.png,men,"almond, apricot, aromatic herbs, fresh dairy, ocean, spices",energetic,fall,night,Hilde Soliani,fresh,casual,any
Disobbedienza Eau de Parfum,Hilde Soliani,https://static.luckyscent.com/images/products/46644.jpg?width=400&404=product.png,women,"ash, black rose, champagne",romantic,summer,night,Hilde Soliani,romantic,casual,any
Vanille de Tahiti Eau de Parfum,Perris Monte Carlo,https://static.luckyscent.com/images/products/702055.jpg?width=400&404=product.png,women,"absolute of champaca, absolute of ylang ylang, amber, musk, sandalwood, vanilla of tahiti co",sensual,fall,night,Perris Monte Carlo,romantic,date,cold
Gris Charnel Eau de Parfum,BDK Parfums,https://static.luckyscent.com/images/products/856003.jpg?width=400&404=product.png,women,"absolute of iris, absolute of tonka bean, black tea, bourbon, cardamom essence, fig, sandalwood from india, vetiver",sensual,fall,night,BDK Parfums,romantic,casual,cold
Milk Musk Eau de Toilette,Molton Brown,https://static.luckyscent.com/images/products/765130.jpg?width=400&404=product.png,men,"ambroxan, musk, peach, pear, tonka bean, vanilla, white cedarwood",sensual,summer,night,Molton Brown,romantic,date,cold
Blackberry Woods Eau de Parfum,Shay & Blue,https://static.luckyscent.com/images/products/70421.jpg?width=400&404=product.png,men,"blackberry, cypress, lemon leaves, neroli",sensual,fall,night,Shay & Blue,romantic,casual,any
Lavande Romaine Eau de Parfum,Perris Monte Carlo,https://static.luckyscent.com/images/products/702054.jpg?width=400&404=product.png,unisex,"bleu cedar, cassis bourgeons, lavender fine, musk",sensual,summer,night,Perris Monte Carlo,romantic,date,any
Celestial Eau de Parfum,Electimuss,https://static.luckyscent.com/images/products/855010.jpg?width=400&404=product.png,men,"black pepper, bulgarian rose, cedar, indian rose absolut, olibanum, paraguan guaiac wood, pepper, raspberry, saffron, tonka bean",sensual,summer,day,Electimuss,romantic,work,cold
Puritas Eau de Parfum,Electimuss,https://static.luckyscent.com/images/products/855011.jpg?width=400&404=product.png,men,"absinthe, elemi, geranium, indian tuberose absolut, labdanum, olibanum, patchouli, pink pepper, rose, tonka and amber",sensual,summer,day,Electimuss,romantic,date,cold
Thurible Eau de Parfum,Rook Perfumes,https://static.luckyscent.com/images/products/859004.jpg?width=400&404=product.png,men,"ambergris and moss, ash, black pepper, clove, incense, labdanum, leather, patchouli, rose, sage",sensual,summer,night,Rook Perfumes,romantic,date,cold
Suede Eau de Parfum,Rook Perfumes,https://static.luckyscent.com/images/products/859005.jpg?width=400&404=product.png,men,"leather, suede, tobacco leaf",sensual,fall,night,Rook Perfumes,romantic,date,any
Amber Eau de Parfum,Rook Perfumes,https://static.luckyscent.com/images/products/859006.jpg?width=400&404=product.png,men,"amber, black musk, incense, maple, saffron, smoke, tonka bean and resins",sensual,fall,night,Rook Perfumes,romantic,date,cold
Interlude Black Iris Eau de Parfum,Amouage,https://static.luckyscent.com/images/products/41899.jpg?width=400&404=product.png,women,"agarwood smoke, amber, bergamot, cedar, cistus, frankincense, leather, myrrh, orris, patchouli, rosemary, sandalwood, vanilla, violet leaves",sensual,summer,day,Amouage,romantic,date,cold
Escale En Haiti Eau De Cologne,Les Indemodables,https://static.luckyscent.com/images/products/827008.jpg?width=400&404=product.png,women,"juniper, myrhh, pink pepper, tonka bean, vetiver",energetic,summer,day,Les Indemodables,fresh,work,cold
Escale En Indonesie Eau De Cologne,Les Indemodables,https://static.luckyscent.com/images/products/827009.jpg?width=400&404=product.png,women,"bergamot, indonesian ambergris, jasmine, lemon, neroli, sandalwood",sensual,summer,day,Les Indemodables,romantic,date,cold
Zeste de Gingembre Eau de Parfum,HEELEY,https://static.luckyscent.com/images/products/31528.jpg?width=400&404=product.png,women,"cardamom, fresh ginger, lemon, lime, orange zest, pink pepper",energetic,fall,night,HEELEY,fresh,casual,any
Haute Provence Eau de Parfum,Parle Moi de Parfum,https://static.luckyscent.com/images/products/767015.jpg?width=400&404=product.png,unisex,"lavender, melon, narcissus, watermelon",energetic,summer,night,Parle Moi de Parfum,fresh,casual,any
Escentric 05 - Travel Spray Eau de Toilette,Escentric Molecules,https://static.luckyscent.com/images/products/30861.jpg?width=400&404=product.png,women,"ambroxan, basil, bergamot, cashmeran, cypress, fig, freesia, hedione, iris, iso e super, jasmine, juniper, labdanum, laurel, mastic, musc, orange, rosemary",sensual,summer,day,Escentric Molecules,romantic,casual,hot
1979 New Wave Eau de Parfum,Les Bains Guerbois,https://static.luckyscent.com/images/products/797009.jpg?width=400&404=product.png,women,"aldehydes, amber wood, musk, orris concrete, peppermint, sandalwood, spearmint, virginia cedar",sensual,spring,day,Les Bains Guerbois,romantic,date,cold
2018 Roxo Tonic Eau de Parfum,Les Bains Guerbois,https://static.luckyscent.com/images/products/797008.jpg?width=400&404=product.png,women,"ambroxan, bergamot, calabrian lemon, french gentian, ginger, musk, tea, tunisian neroli, vetiver",sensual,winter,day,Les Bains Guerbois,romantic,date,hot
Sel d'Argent Eau de Parfum,BDK Parfums,https://static.luckyscent.com/images/products/856011.jpg?width=400&404=product.png,women,"ambroxan, cashmeran, galbanum essence from iran, grapefruit, italian bergamot, musk, orange blossom absolute from tunisia, salt accord, timbersilk, ylangylang essence from madagascar",sensual,winter,day,BDK Parfums,romantic,date,hot
Citrus Riviera Eau de Parfum,BDK Parfums,https://static.luckyscent.com/images/products/856012.jpg?width=400&404=product.png,women,"eucalyptus, everlasting flower absolute, fig, italian lemon, italian mandarin, moroccan neroli, moroccan orange blossom absolute jasmine, patchouli from indonesia, strawberry, tonka bean, vetiver from haiti",sensual,summer,night,BDK Parfums,romantic,work,cold
Smoke Show Eau de Parfum,Vilhelm Parfumerie,https://static.luckyscent.com/images/products/858000.jpg?width=400&404=product.png,women,"agarwood, cedar, leather, pink pepper, rose, saffron, vetiver",sensual,summer,night,Vilhelm Parfumerie,romantic,date,any
