name,brand,image_url,gender,notes,emotion_tags,season_tags,time_tags,brand_tag,mood,activity,weather
Santal Nabataea Eau de Parfum,Mona di Orio,https://static.luckyscent.com/images/products/51730.jpg?width=400&404=product.png,women,"apricot, australian santalum album sandalwood, black currant leaf, black pepper, coffee, nerium oleander, opoponax, sandalwood",cozy,fall,night,Mona di Orio,warm,casual,any
Tokyo Eau de Parfum,Gallivant,https://static.luckyscent.com/images/products/766007.jpg?width=400&404=product.png,women,"amber, bergamot, black pepper, cardamom, cedar, hinoki, incense, iris, musk, nutmeg, patchouli, rose, sandalwood, vetiver, wasabi accord, yuzu",sensual,spring,day,Gallivant,romantic,date,cold
34 Boulevard Saint Germain EDP Eau de Parfum,Diptyque,https://static.luckyscent.com/images/products/483250.jpg?width=400&404=product.png,women,"pink pepper, sandalwood, tonka bean, vanilla",sensual,fall,night,Diptyque,romantic,casual,cold
Hemingway Eau de Parfum,Masque Milano,https://static.luckyscent.com/images/products/64009.jpg?width=400&404=product.png,men,"cedar, ginger, leather, patchouli, rhubarb, vetiver, vetiver heart lmr",sensual,fall,night,Masque Milano,romantic,date,any
Viking Eau de Parfum,Creed,https://static.luckyscent.com/images/products/49375.jpg?width=400&404=product.png,women,"bergamot, black pepper, lavandin absolute, lemon, patchouli, peppermint, pink peppercorn, rose, sandalwood, vetiver",energetic,spring,day,Creed,fresh,casual,hot
Geisha Botan - Eau de Parfum,Aroma M,https://static.luckyscent.com/images/products/11150.jpg?width=400&404=product.png,women,"musk, oakmoss, peony, rose, sandalwood, vanilla, velvet woods",sensual,summer,night,Aroma M,romantic,date,cold
Mizu Eau de Parfum,Di Ser,https://static.luckyscent.com/images/products/78808.jpg?width=400&404=product.png,women,"cardamom, japanese yuzu, paper pink, rosewood, spearmint, vetiver",energetic,spring,day,Di Ser,fresh,casual,hot
Imperial Crown Eau de Parfum,Thameen,https://static.luckyscent.com/images/products/73418.jpg?width=400&404=product.png,men,"black pepper, elemi, gaiac, leather, patchouli, pink pepper, somali frankincense",sensual,fall,night,Thameen,romantic,date,any
Sceptre,Thameen,https://static.luckyscent.com/images/products/73420.jpg?width=400&404=product.png,men,"amber, benzoin, cloves, coriander, myrrh, patchouli, peach, pink peppercorn, wisteria, ylangylang",sensual,summer,night,Thameen,romantic,date,cold
Baccarat Rouge 540 Hair Mist Scented Hair Perfume,Maison Francis Kurkdjian,https://static.luckyscent.com/images/products/49886.jpg?width=400&404=product.png,women,,romantic,summer,night,Maison Francis Kurkdjian,romantic,casual,any
Tobacco Oud Intense Eau de Parfum,TOM FORD Private Blend,https://static.luckyscent.com/images/products/63567.jpg?width=400&404=product.png,men,"amber, castoreum, cedar, coriander, labdanum, oud, patchouli click here for ingredients close tobacco oud intense by tom ford private blend ingredients please be aware that ingredient lists may change or vary from time to time  please refer to the ingredient list on the product package you receive for the most up to date list of ingredients, sandalwood, tobacco, tonka bean",sensual,fall,night,TOM FORD Private Blend,romantic,date,cold
Purple Flowers Eau de Parfum,Mancera,https://static.luckyscent.com/images/products/64935.jpg?width=400&404=product.png,unisex,"black pepper, cedar, elemi, fig tree, ginger, grey amber, mandarin, musk, nutmeg, patchouli, rose, vanilla",sensual,summer,night,Mancera,romantic,date,cold
Ruh Eau de Parfum,Pekji,https://static.luckyscent.com/images/products/806003.jpg?width=400&404=product.png,unisex,"amber, cardamom, coffee, jasmine, musk, oud, rose, saffron, sandalwood",sensual,summer,night,Pekji,romantic,date,cold
Zeybek Extrait de Parfum,Pekji,https://static.luckyscent.com/images/products/806004.jpg?width=400&404=product.png,unisex,"bergamot, hay, lavender, leather, lemon, musk, narcissus, tobacco, tonka bean, vetiver",sensual,summer,day,Pekji,romantic,date,cold
Odoon Extrait de Parfum,Pekji,https://static.luckyscent.com/images/products/806002.jpg?width=400&404=product.png,unisex,"ash, cedar, guaiacwood, musk, oak, pepper, pine, resins, sandalwood, vanilla",sensual,fall,night,Pekji,romantic,date,cold
Battaniye Extrait de Parfum,Pekji,https://static.luckyscent.com/images/products/806000.jpg?width=400&404=product.png,unisex,"amber, honeysuckle, labdanum, musk, patchouli, soil, soot, vetiver, wool",sensual,fall,night,Pekji,romantic,date,cold
Eaumer Eau de Parfum,Pekji,https://static.luckyscent.com/images/products/806001.jpg?width=400&404=product.png,unisex,"amber, anise, bergamot, herbs, jasmine, lavender, lime, mastic, musk, vetiver",sensual,summer,day,Pekji,romantic,date,cold
B-612 Extrait de Parfum,Nishane,https://static.luckyscent.com/images/products/77421.jpg?width=400&404=product.png,unisex,"cashmeran, cedar, cypress, geranium, lavender, musk, oakmoss, patchouli, sandalwood, tonka bean",sensual,summer,night,Nishane,romantic,date,cold
Vain & Naive Extrait de Parfum,Nishane,https://static.luckyscent.com/images/products/77422.jpg?width=400&404=product.png,unisex,"amber, benzoin, bergamot, cedar, jasmine, musk, orange, patchouli, plum, raspberry, rose, sandalwood, tonka bean",sensual,summer,day,Nishane,romantic,date,cold
Hyouge Eau de Parfum,Parfum Satori,https://static.luckyscent.com/images/products/76804.jpg?width=400&404=product.png,women,"green tea, iris, jasmine, patchouli, sage, violet, woods",energetic,spring,day,Parfum Satori,fresh,casual,any
Komorebi Eau de Parfum,"Pierre Guillaume Paris, Parfumerie Generale",https://static.luckyscent.com/images/products/34554.jpg?width=400&404=product.png,women,"blackcurrant, hazelnut, mimosa, mint, oak, reseda, tonka bean",energetic,spring,day,"Pierre Guillaume Paris, Parfumerie Generale",fresh,casual,cold
Orange X Santal Eau de Parfum,Essential Parfums,https://static.luckyscent.com/images/products/803000.jpg?width=400&404=product.png,unisex,"australian santalum album, bitter orange, cypress, egyptian basil, natural oakmoss absolute",energetic,summer,night,Essential Parfums,fresh,casual,rainy
Rose Magnetic Eau de Parfum,Essential Parfums,https://static.luckyscent.com/images/products/803001.jpg?width=400&404=product.png,unisex,"cedar, grapefruit, lychee, peppermint, rose extract, tonka bean, turkish rose absolute, vanilla",sensual,spring,day,Essential Parfums,romantic,casual,cold
Mon Vetiver Eau de Parfum,Essential Parfums,https://static.luckyscent.com/images/products/803002.jpg?width=400&404=product.png,unisex,"cashmeran, gentian, gin accord, juniper, lavender, mexican lime, patchouli, vetiver",sensual,summer,night,Essential Parfums,romantic,work,any
Nice Bergamote Eau de Parfum,Essential Parfums,https://static.luckyscent.com/images/products/803003.jpg?width=400&404=product.png,unisex,"bergamot, jasmine grandiflora extract, natural cedarwood extract, tonka bean, ylang ylang",sensual,summer,day,Essential Parfums,romantic,casual,cold
The Musc Eau de Parfum,Essential Parfums,https://static.luckyscent.com/images/products/803004.jpg?width=400&404=product.png,women,"beeswax, ginger, lavender, musks, sandalwood",sensual,summer,night,Essential Parfums,romantic,date,any
Mysterious Oud Extrait de Parfum,Bortnikoff,https://static.luckyscent.com/images/products/804000.jpg?width=400&404=product.png,unisex,"amber, bergamot, cardamom, castoreum, cedar, cinnamon, clove, jasmine, labdanum, lotus, myrrh, nutmeg, opoponax, orange, oud, pink pepper, sandalwood, tea rose, tolu balsam, tonka bean, vanilla",sensual,summer,day,Bortnikoff,romantic,date,cold
Ombre Leather Eau de Parfum,TOM FORD Signature,https://static.luckyscent.com/images/products/807000.jpg?width=400&404=product.png,women,"cardamom, jasmine, leather, patchouli click here for ingredients close ombre leather by tom ford signature ingredients please be aware that ingredient lists may change or vary from time to time  please refer to the ingredient list on the product package you receive for the most up to date list of ingredients, violet leaf, white moss",sensual,summer,night,TOM FORD Signature,romantic,date,rainy
Imitation Man,Amouage,https://static.luckyscent.com/images/products/41892.jpg?width=400&404=product.png,women,"black pepper, castoreum, citron, leather, myrrh, nutmeg, orris, patchouli, rose, vetiver, violet",sensual,summer,night,Amouage,romantic,date,any
Kazehikaru Eau de Parfum,Di Ser,https://static.luckyscent.com/images/products/78807.jpg?width=400&404=product.png,women,"japanese rose, lavender, neroli, shiso, vetiver, yuzu",energetic,spring,night,Di Ser,fresh,work,any
Zest Marin Eau de Parfum,Fragrance du Bois,https://static.luckyscent.com/images/products/757024.jpg?width=400&404=product.png,women,"bergamot, galbanum marine, lavandin, lemon, nutmeg, vanilla, vetiver, woody musks",sensual,spring,day,Fragrance du Bois,romantic,date,cold
Dent de Lait Eau de Parfum,Serge Lutens,https://static.luckyscent.com/images/products/36161.jpg?width=400&404=product.png,women,"almond milk, coconut, heliotrope, incense, slight metallic note",romantic,winter,night,Serge Lutens,romantic,date,any
Cap Neroli Eau de Toilette,PARFUMS DE NICOLAI,https://static.luckyscent.com/images/products/313058.jpg?width=400&404=product.png,women,"jasmine, mandarin, mint, musk, neroli, oakmoss, orange, orange flower, petitgrain, rosemary, ylangylang",sensual,spring,day,PARFUMS DE NICOLAI,romantic,date,hot
Fougere d'Argent Eau de Parfum,TOM FORD Private Blend,https://static.luckyscent.com/images/products/63568.jpg?width=400&404=product.png,unisex,"akigalawood, cistus, coumarin click here for ingredients close fougere dargent by tom ford private blend ingredients please be aware that ingredient lists may change or vary from time to time  please refer to the ingredient list on the product package you receive for the most up to date list of ingredients, ginger, lavender, mandarin",sensual,summer,night,TOM FORD Private Blend,romantic,casual,any
Live In Colors Eau de Parfum,The House Of Oud,https://static.luckyscent.com/images/products/76421.jpg?width=400&404=product.png,women,"amber, ginger, grapefruit, hinoki wood, lemon, musk, pink pepper, red fruits",sensual,fall,night,The House Of Oud,romantic,date,cold
Just Before Eau de Parfum,The House Of Oud,https://static.luckyscent.com/images/products/76423.jpg?width=400&404=product.png,women,"amber, benzoin, bergamot, lemon, myrrh, palo santo, saffron, sandalwood, vanilla, ylangylang",sensual,fall,day,The House Of Oud,romantic,date,cold
I Don't Know What Eau de Parfum,D.S. and Durga,https://static.luckyscent.com/images/products/68628.jpg?width=400&404=product.png,women,"ambrox super, bergamot essence, civettone, firsantol, iso e super, vetiver acetate",sensual,spring,day,D.S. and Durga,romantic,casual,hot
Rehab Extrait de Parfum,Initio Parfums,https://static.luckyscent.com/images/products/802000.jpg?width=400&404=product.png,unisex,"bergamot, cedar, gaiac, lavender, musks, patchouli, sandalwood, tobacco, vanilla",sensual,summer,day,Initio Parfums,romantic,date,cold
Blessed Baraka Eau de Parfum,Initio Parfums,https://static.luckyscent.com/images/products/802001.jpg?width=400&404=product.png,women,"amber, musk, sandalwood, vanilla, white flower",sensual,fall,night,Initio Parfums,romantic,date,cold
Psychedelic Love Eau de Parfum,Initio Parfums,https://static.luckyscent.com/images/products/802002.jpg?width=400&404=product.png,women,"bergamot, bulgarian rose, heliotrope, myrrh, patchouli, sandalwood, vanilla, ylangylang",sensual,summer,day,Initio Parfums,romantic,casual,cold
Side Effect Eau de Parfum,Initio Parfums,https://static.luckyscent.com/images/products/802004.jpg?width=400&404=product.png,women,"cinnamon, rum, tobacco, vanilla",sensual,fall,night,Initio Parfums,romantic,casual,cold
Grev Extrait de Parfum,Slumberhouse,https://static.luckyscent.com/images/products/631012.jpg?width=400&404=product.png,men,"apple peel, cedar, clove, copaiba balsam, fir resin, orris root, pine, sandalwood, spearmint, star anise",energetic,spring,day,Slumberhouse,fresh,casual,hot
Adameku Parfum,Di Ser,https://static.luckyscent.com/images/products/78806.jpg?width=400&404=product.png,women,"benzoin, frankincense, jasmine, osmanthus absolute, sweet orange",romantic,summer,night,Di Ser,romantic,date,any
Bois Sikar Eau de Parfum,Atelier des Ors,https://static.luckyscent.com/images/products/74405.jpg?width=400&404=product.png,men,"cedar, cedar leaf, gaiac, nutmeg, precious woods, styrax, tobacco absolute",sensual,fall,day,Atelier des Ors,romantic,work,any
Nuda Veritas Eau de Parfum,Atelier des Ors,https://static.luckyscent.com/images/products/74406.jpg?width=400&404=product.png,women,"ambroxan, bergamot, jasmine, marigold, moss, musk, orange blossom, osmanthus, patchouli",sensual,summer,day,Atelier des Ors,romantic,date,hot
Crepuscule des Ames Eau de Parfum,Atelier des Ors,https://static.luckyscent.com/images/products/74407.jpg?width=400&404=product.png,men,"cardamom, clary sage, hyraceum, hysope, incense, mandarin, patchouli, pimento berries",sensual,winter,night,Atelier des Ors,romantic,date,any
Choeur des Anges Eau de Parfum,Atelier des Ors,https://static.luckyscent.com/images/products/74408.jpg?width=400&404=product.png,men,"amber, blackcurrant, blood orange, carrot seed, cedar, honey, orange blossom, osmanthus, pear",sensual,fall,day,Atelier des Ors,romantic,date,cold
Gold Incense Eau de Parfum,Mancera,https://static.luckyscent.com/images/products/64936.jpg?width=400&404=product.png,women,"benzoin, bergamot, coffee, incense, jasmine, mandarin, musk, patchouli, pink pepper, rose, sandalwood, vanilla, violet",sensual,summer,day,Mancera,romantic,date,cold
Hindu Kush Eau de Parfum,Mancera,https://static.luckyscent.com/images/products/64933.jpg?width=400&404=product.png,unisex,"agarwood, amber, black pepper, cannabis, cedar, cloves, cumin, davana, gaiac, labdanum, musk, patchouli, saffron, sandalwood, vanilla",sensual,fall,night,Mancera,romantic,date,cold
Wild Python Eau de Parfum,Mancera,https://static.luckyscent.com/images/products/64934.jpg?width=400&404=product.png,women,"bergamot, jasmine, musk, orange blossom, osmanthus, patchouli, peach, tuberose, vanilla",sensual,summer,day,Mancera,romantic,date,cold
Hyrax Extrait de Parfum,Zoologist,https://static.luckyscent.com/images/products/76019.jpg?width=400&404=product.png,unisex,"african stone, amber, benzoin, blackberry, elemi, hyacinth, musks, patchouli, pink pepper, rose, saffron, sandalwood, styrax, tonka bean, whiskey",sensual,summer,night,Zoologist,romantic,date,cold
Bois Dore Eau de Parfum,Van Cleef & Arpels,https://static.luckyscent.com/images/products/50210.jpg?width=400&404=product.png,women,"almond, black pepper, cedar, mineral notes, musk, teak, tobacco, tonka bean, vanilla",sensual,fall,night,Van Cleef & Arpels,romantic,date,cold
Knize Ten Face and Body Care Lotion Body / Aftershave ...,Knize,https://static.luckyscent.com/images/products/52780.jpg?width=400&404=product.png,unisex,,sensual,summer,day,Knize,romantic,casual,any
Pikovaya Dama Eau de Parfum,Xerjoff,https://static.luckyscent.com/images/products/51148.jpg?width=400&404=product.png,unisex,"bergamot, cedar, coriander, incense, lemon, musk, neroli, nutmeg, orris, patchouli, rose, sandalwood, vanilla",sensual,summer,day,Xerjoff,romantic,date,cold
Amber Intense Eau de Parfum,Fragrance du Bois,https://static.luckyscent.com/images/products/75723.jpg?width=400&404=product.png,unisex,"benzoin, bergamot, black pepper, blackcurrant, cinnamon, cistus, cumin, jasmine, musk, neroli, orange, oud, patchouli, peru balsam, rose, saffron, styrax, tangerine",sensual,summer,day,Fragrance du Bois,romantic,date,cold
Moth Extrait de Parfum,Zoologist,https://static.luckyscent.com/images/products/76018.jpg?width=400&404=product.png,unisex,"amber, black pepper, cinnamon, clove, cumin, gaiac, heliotrope, honey, iris, jasmine, lemon, mimosa, muguet, musk, nagarmotha, nutmeg, oud, patchouli, resins, rose, saffron, smoke, vetiver",sensual,summer,night,Zoologist,romantic,date,cold
Unsettled Eau de Parfum,Bruno Fazzolari,https://static.luckyscent.com/images/products/69311.jpg?width=400&404=product.png,women,"bergamot, caledonian sandalwood, china black tea, clary sage, labdanum, ocean breezes, pineapple, vanilla",sensual,fall,day,Bruno Fazzolari,romantic,casual,cold
Viper Green Eau de Parfum,Ex Nihilo,https://static.luckyscent.com/images/products/72052.jpg?width=400&404=product.png,unisex,"angelica, galbanum, green mandarin, iris, patchouli, vetiver",energetic,spring,day,Ex Nihilo,fresh,casual,any
Eau de Cologne,Les Bains Guerbois,https://static.luckyscent.com/images/products/797000.jpg?width=400&404=product.png,women,"amber, cardamom, cedar, frankincense, ginger, musk, papyrus, patchouli",sensual,fall,night,Les Bains Guerbois,romantic,date,cold
1885 Bains Sulfureux Eau de Parfum,Les Bains Guerbois,https://static.luckyscent.com/images/products/797001.jpg?width=400&404=product.png,women,"benzoin, bergamot, blackcurrant, cashmere wood, incense, jasmine, labdanum, mandarin, musk, orange blossom, patchouli, rosemary, sandalwood, tolu balsam, tonka bean, vanilla",sensual,summer,day,Les Bains Guerbois,romantic,date,cold
1978 Les Bains Douches Eau de Parfum,Les Bains Guerbois,https://static.luckyscent.com/images/products/797002.jpg?width=400&404=product.png,women,"amber, bitter orange, blond tobacco, cedar, clary sage, davana, heliotrope, mate, myrrh, patchouli, rose, whiskey, yuzu",sensual,spring,day,Les Bains Guerbois,romantic,date,cold
2013 Residence d'Artistes Eau de Parfum,Les Bains Guerbois,https://static.luckyscent.com/images/products/797003.jpg?width=400&404=product.png,women,"bergamot, cardamom, cumin, jasmine, leather, mandarin, musk, papyrus, patchouli, peach, sandalwood, violet",sensual,summer,day,Les Bains Guerbois,romantic,date,hot
2015 Le Phenix Eau de Parfum,Les Bains Guerbois,https://static.luckyscent.com/images/products/797004.jpg?width=400&404=product.png,women,"amber, cardamom, cedar, ginger, incense, musk, papyrus, patchouli",sensual,fall,night,Les Bains Guerbois,romantic,date,cold
Gelsomini di Capri Eau de Parfum,Carthusia,https://static.luckyscent.com/images/products/52920.jpg?width=400&404=product.png,women,"beeswax, cedar, cloves, geranium, jasmine, madagascar vanilla, orange blossom, rose, ylangylang",sensual,summer,night,Carthusia,romantic,work,cold
Lavish Parfum,Boadicea the Victorious,https://static.luckyscent.com/images/products/48535.jpg?width=400&404=product.png,unisex,"amber, bergamot, cedar, gaiac, lemon, moss, nutmeg, orange flower, patchouli, pepper, rose, sandalwood, vetiver",sensual,summer,day,Boadicea the Victorious,romantic,date,cold
Hallucinogenic Pearl Eau de Parfum,A Lab on Fire,https://static.luckyscent.com/images/products/56717.jpg?width=400&404=product.png,women,"ambrette, bergamot, blonde woods, iriseine, musks, orris, pink pepper, suede, violet",sensual,winter,day,A Lab on Fire,romantic,date,hot
Fior Fiore Eau de Parfum,Eau d'Italie,https://static.luckyscent.com/images/products/43235.jpg?width=400&404=product.png,women,"ambrette, jasmin sambac, jasmine petals, lily of the valley",sensual,summer,day,Eau d'Italie,romantic,casual,any
Terra Mia Eau de Parfum,Carthusia,https://static.luckyscent.com/images/products/52919.jpg?width=400&404=product.png,women,"amber woods, bergamot, coffee, hazelnut, jasmine, neroli, orange blossom, pink pepper, rose, vanilla",sensual,summer,day,Carthusia,romantic,date,cold
Nudiflorum Extrait de Parfum,Nasomatto,https://static.luckyscent.com/images/products/41013.jpg?width=400&404=product.png,unisex,,sensual,fall,night,Nasomatto,romantic,casual,any
Erawan Eau de Parfum,Dusita,https://static.luckyscent.com/images/products/74605.jpg?width=400&404=product.png,unisex,"cedar, clary sage, hay, herbal notes, liatris, lilyofthevalley, oakmoss, petitgrain, vanilla, vetiver",sensual,fall,night,Dusita,romantic,work,cold
Fleur de Lalita Eau de Parfum,Dusita,https://static.luckyscent.com/images/products/74606.jpg?width=400&404=product.png,unisex,"amber, ambrette, galbanum, jasmine, magnolia, rose, sandalwood, tonka bean, vanilla, white lily, ylang ylang",sensual,summer,night,Dusita,romantic,date,cold
Moscow Mule Eau de Parfum,Juliette Has a Gun,https://static.luckyscent.com/images/products/40131.jpg?width=400&404=product.png,unisex,"bergamot, ginger, woody notes",sensual,summer,day,Juliette Has a Gun,romantic,casual,hot
Fantastic Oud Eau de Parfum,Montale,https://static.luckyscent.com/images/products/354001.jpg?width=400&404=product.png,women,"amber, incense, leather, oud, patchouli, rose, sandalwood, styrax, tobacco",sensual,summer,night,Montale,romantic,date,cold
Orris Tattoo Eau de Parfum,Parle Moi de Parfum,https://static.luckyscent.com/images/products/76709.jpg?width=400&404=product.png,women,orris root,energetic,fall,night,Parle Moi de Parfum,fresh,casual,any
Chypre Mojo Eau de Parfum,Parle Moi de Parfum,https://static.luckyscent.com/images/products/76710.jpg?width=400&404=product.png,women,"bergamot, carnation, mango, patchouli",romantic,fall,day,Parle Moi de Parfum,romantic,casual,hot
Heritage Eau de Parfum,Fragrance du Bois,https://static.luckyscent.com/images/products/75722.jpg?width=400&404=product.png,unisex,"aldehydes, bergamot, cedar, frankincense, jasmine, orris, pure organic vintage oud, sandalwood, vanilla",sensual,summer,day,Fragrance du Bois,romantic,date,cold
Vanille Benjoin Eau de Parfum,Affinessence Paris,https://static.luckyscent.com/images/products/796000.jpg?width=400&404=product.png,men,"ambroxan, cedar, madagascan vanilla absolute, siamese benzoin, tahitian vanilla absolute, tonka bean",sensual,fall,night,Affinessence Paris,romantic,work,cold
Santal Basmati Eau de Parfum,Affinessence Paris,https://static.luckyscent.com/images/products/796001.jpg?width=400&404=product.png,men,"basmati rice, cashmeran, iris, mysore sandalwood, patchouli",sensual,fall,night,Affinessence Paris,romantic,casual,any
Cedre Iris Eau de Parfum,Affinessence Paris,https://static.luckyscent.com/images/products/796002.jpg?width=400&404=product.png,men,"benzoin, cedar",sensual,fall,night,Affinessence Paris,romantic,work,any
Patchouli Oud Eau de Parfum,Affinessence Paris,https://static.luckyscent.com/images/products/796003.jpg?width=400&404=product.png,men,"cistus, elemi, gaiac, incense, oakmoss, oud, patchouli, vetiver",sensual,winter,night,Affinessence Paris,romantic,date,rainy
Musc Ambre Gris Eau de Parfum,Affinessence Paris,https://static.luckyscent.com/images/products/796004.jpg?width=400&404=product.png,men,"amber gris, black musk, patchouli, vetiver, white truffle, yerba mate",sensual,fall,night,Affinessence Paris,romantic,date,cold
Cuir Curcuma Eau de Parfum,Affinessence Paris,https://static.luckyscent.com/images/products/796005.jpg?width=400&404=product.png,men,"leather, myrrh, patchouli, sandalwood, turmeric",sensual,fall,night,Affinessence Paris,romantic,date,any
Hwyl Eau de Parfum,Aesop,https://static.luckyscent.com/images/products/30155.jpg?width=400&404=product.png,women,"cypress, frankincense, vetiver",energetic,winter,night,Aesop,fresh,date,any
Tempo Eau de Parfum,Diptyque,https://static.luckyscent.com/images/products/483030.jpg?width=400&404=product.png,women,"bergamot, clary sage, mate, patchouli, pink pepper, violet leaf",energetic,summer,day,Diptyque,fresh,casual,hot
Fleur de Peau Eau de Parfum,Diptyque,https://static.luckyscent.com/images/products/483031.jpg?width=400&404=product.png,women,"aldehydes, amber, ambrette, iris, musk, pink pepper, rose",sensual,summer,night,Diptyque,romantic,date,cold
Lost In Flowers Eau de Parfum,Strangelove NYC,https://static.luckyscent.com/images/products/79300.jpg?width=400&404=product.png,men,"gardenia enfleurage, indian red champaca oil, lily of the valley, oud, saffron, tagetes",sensual,winter,night,Strangelove NYC,romantic,date,any
Lost In Flowers Oil Perfume Oil,Strangelove NYC,https://static.luckyscent.com/images/products/79301.jpg?width=400&404=product.png,men,"gardenia enfleurage, indian red champaca oil, lily of the valley, oud, saffron, tagetes",sensual,winter,night,Strangelove NYC,romantic,date,any
Dead of Night Eau de Parfum,Strangelove NYC,https://static.luckyscent.com/images/products/79302.jpg?width=400&404=product.png,men,"amber, bergamot, incense, jasmine, oud, rose, sandalwood, violet leaf",sensual,summer,day,Strangelove NYC,romantic,date,cold
Dead of Night Oil Perfume Oil,Strangelove NYC,https://static.luckyscent.com/images/products/79303.jpg?width=400&404=product.png,men,"amber, bergamot, incense, jasmine, oud, rose, sandalwood, violet leaf",sensual,summer,day,Strangelove NYC,romantic,date,cold
Silence the Sea Eau de Parfum,Strangelove NYC,https://static.luckyscent.com/images/products/79304.jpg?width=400&404=product.png,men,"amber, angelica, jasmine, oud, tuber, tuberose",sensual,summer,night,Strangelove NYC,romantic,date,cold
Silence the Sea Oil Perfume Oil,Strangelove NYC,https://static.luckyscent.com/images/products/79305.jpg?width=400&404=product.png,men,"amber, angelica, jasmine, oud, tuber, tuberose",sensual,summer,night,Strangelove NYC,romantic,date,cold
Melt my Heart Eau de Parfum,Strangelove NYC,https://static.luckyscent.com/images/products/79306.jpg?width=400&404=product.png,men,"bergamot, dark chocolate, ginger, nutmeg, orris root, oud, sage",cozy,winter,day,Strangelove NYC,warm,date,hot
Melt my Heart Oil Perfume Oil,Strangelove NYC,https://static.luckyscent.com/images/products/79307.jpg?width=400&404=product.png,men,"agarwood, bergamot, dark chocolate, ginger, nutmeg, orris root, sage",cozy,winter,day,Strangelove NYC,warm,casual,hot
Wood Infusion Perfume Concentrate,Goldfield & Banks,https://static.luckyscent.com/images/products/79500.jpg?width=400&404=product.png,unisex,"agarwood, amber, australian exotic woods, italian iris, lavender, musk, patchouli from indonesia, sweet orange",sensual,summer,night,Goldfield & Banks,romantic,date,cold
Desert Rosewood Perfume Concentrate,Goldfield & Banks,https://static.luckyscent.com/images/products/79501.jpg?width=400&404=product.png,women,"benzoin from laos, cardamom from india, desert rosewood from australia, mandarin from sicily, patchouli from indonesia, vanilla from comoros islands",sensual,summer,night,Goldfield & Banks,romantic,casual,cold
Pacific Rock Moss Perfume Concentrate,Goldfield & Banks,https://static.luckyscent.com/images/products/79502.jpg?width=400&404=product.png,men,"australian coastal moss, geranium, lemon, sage, virginia cedar",sensual,summer,night,Goldfield & Banks,romantic,work,rainy
White Sandalwood Perfume Concentrate,Goldfield & Banks,https://static.luckyscent.com/images/products/79503.jpg?width=400&404=product.png,men,"amber, australian white sandalwood, pepper comoros islands, rose turkey, saffron spain, thyme morocco",sensual,summer,night,Goldfield & Banks,romantic,date,cold
Blue Cypress Perfume Concentrate,Goldfield & Banks,https://static.luckyscent.com/images/products/79504.jpg?width=400&404=product.png,unisex,"blue cypress australia, clove indonesia, lavender bulgaria, patchouli indonesia, star anise india",energetic,summer,night,Goldfield & Banks,fresh,casual,any
Be Careful What You Wish For Parfum Extrait,4160 Tuesdays,https://static.luckyscent.com/images/products/64624.jpg?width=400&404=product.png,unisex,"dark oudh, gaiac, juniper berry, patchouli, peach, pink grapefruit, plum, raspberry, strawberry, vanilla, white oudh",sensual,summer,night,4160 Tuesdays,romantic,date,cold
Carlisle Eau de Parfum,Parfums de Marly,https://static.luckyscent.com/images/products/70026.jpg?width=400&404=product.png,women,"davana, green apple, nutmeg, opoponax, osmanthus, patchouli, rose, saffron, tonka bean, vanilla",sensual,spring,day,Parfums de Marly,romantic,casual,cold
Orion Extrait de Parfum,Tiziana Terenzi,https://static.luckyscent.com/images/products/62008.jpg?width=400&404=product.png,unisex,"agarwood, apple, bergamot, birch, cedar, incense, jasmine, musk, patchouli, pineapple, red currant, thyme",sensual,summer,day,Tiziana Terenzi,romantic,date,hot
Chimaera Extrait de Parfum,Tiziana Terenzi,https://static.luckyscent.com/images/products/62010.jpg?width=400&404=product.png,unisex,"bay leaf, benjamin, black magnolia, black pepper, caramel, carnation, cashmere, copaiba balsam, honey, hydrogen, incense, iris, labdanum, leather, lemon, oud, patchouli, peony, perfect flower, pine wood, pink pepper, red earth, saffron, sage, thyme, tobacco, tolu",sensual,fall,night,Tiziana Terenzi,romantic,date,any
Patchouli Argent Eau de Parfum,Fragrance du Bois,https://static.luckyscent.com/images/products/75721.jpg?width=400&404=product.png,women,"bergamot, coriander, incense, jasmine, musk, patchouli, rose, woody notes",sensual,summer,day,Fragrance du Bois,romantic,date,hot
Vanille Banane Eau de Toilette,Comptoir Sud Pacifique,https://static.luckyscent.com/images/products/23815.jpg?width=400&404=product.png,women,"banana, banana leaf, clover, orange, vanilla, whipped cream, white rum",sensual,fall,night,Comptoir Sud Pacifique,romantic,casual,cold
Bibliotheque Eau de Parfum,BYREDO,https://static.luckyscent.com/images/products/641020.jpg?width=400&404=product.png,women,"leather, musk, patchouli, peach, peony, plum, vanilla, violet",sensual,summer,night,BYREDO,romantic,date,cold
Impressions de Giverny Eau de Parfum,Fort & Manle,https://static.luckyscent.com/images/products/78118.jpg?width=400&404=product.png,unisex,"amber, benzoin, bergamot, coriander, fig leaf, magnolia, mango, musk, neroli, orange blossom, osmanthus, red apple, rose, tuberose, tulip, ylang, yuzu",sensual,spring,day,Fort & Manle,romantic,date,cold
